molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm,Label
schrod_126150,2,0,0,0,0,4,0,-2,208.266,0.38,448.253,232.313,186.828,29.112,0,725.795,5,4.5,0.0001987,0.0224478,0.8713328,20.602,7.524,16.084,13.14,0.076,-1.94,-1.894,-3.753,167.576,-1.318,71.749,-4.476,8.764,-0.597,0,-0.599,3,67.2,0,0,97.306,6,0,12,0,12,6,15,0,0.08,0
schrod_471576_1,1,0,0,0,0,4,0,-2,207.235,9.533,446.017,194.648,187.433,63.936,0,719.276,3,5.5,0.1263468,0.0213586,0.8704508,20.674,7.245,15.527,11.431,0.135,-2.068,-1.972,-3.933,165.377,-1.327,70.732,-4.365,8.515,0.047,0,-0.563,3,67.44,0,0,97.048,6,0,9,0,9,0,15,0,0.076,0
schrod_495506_2,2,0,0,0,0,0,0,1,208.222,0.001,426.196,0,48.817,377.379,0,689.713,0,3,0,0,0.885799,25.052,7.601,9.605,6.599,2.847,-2.723,-3.062,-5.18,3411.711,0.149,1863.932,-1.09,7.803,1.002,1,-0.182,3,100,0,0,32.483,4,0,16,0,16,0,16,0,32.057,0
schrod_694387_2,1,1,0,0,0,5,0,1,208.303,0.562,497.812,321.869,67.993,107.951,0,825.801,2,3.7,0.0003821,0.0105112,0.8550998,24.715,7.494,12.207,7.585,1.891,-1.925,-1.296,-5.118,559.791,0.041,292.331,-3.975,9.03,0.225,4,-0.1,3,87.201,0,0,45.121,3,0,6,0,6,0,15,0,0.261,0
schrod_377199_1,0,0,0,0,0,2,0,-1,210.238,6.007,428.535,0,145.456,283.078,0,694.65,3,4,0.0519397,0.0161672,0.885163,23.065,8.346,14.782,11.558,1.021,-2.329,-2.712,-4.74,413.558,-0.795,190.49,-3.011,8.033,1.32,2,-0.374,3,79.756,0,0,74.58,4,0,14,0,14,0,16,0,0.96,0
schrod_477300,2,0,0,0,0,3,0,-1,212.294,0.669,456.679,126.765,123.395,206.52,0,771.844,3,2,0.0005796,0.0075854,0.8910597,24.781,8.484,13.359,8.764,2.052,-2.879,-3.155,-4.28,669.498,-0.653,320.631,-2.778,7.895,-0.61,5,-0.029,3,89.538,0,0,52.7,2,0,12,0,12,0,16,0,0.457,0
schrod_495699_3,0,0,0,1,0,2,0,-2,212.223,2.922,414.629,88.187,186.139,138.377,1.927,654.152,2,5.5,0.0130536,0.0187593,0.8789364,20.062,6.921,12.512,10.83,0.513,-1.949,-2.055,-2.343,43.087,-1.159,21.539,-4.271,9.041,0.718,1,-0.756,2,59.203,0,0,91.238,5,0,9,0,9,0,14,0,0.128,0
schrod_748924_2,0,0,0,0,0,1,0,1,212.294,4.511,442.115,209.973,54.103,178.039,0,747.014,1.5,2,0.0272411,0.0055404,0.900566,24.8,7.275,11.245,6.309,2.825,-3.337,-2.903,-3.99,3039.783,0.058,1645.302,-1.793,8.053,0.547,3,0.172,3,100,0,0,33.87,2,0,15,0,10,5,16,0,1.573,0
schrod_616103_1,0,0,0,1,0,4,0,-2,215.267,2.173,430.081,165.401,177.411,86.69,0.579,702.754,2,4,0.006718,0.013153,0.8888265,20.23,7.076,11.501,8.538,1.308,-2.135,-2.381,-1.937,52.133,-1.173,26.02,-4.1,8.519,0.248,2,-0.542,3,65.335,0,0,86.978,4,0,6,0,6,0,14,0,0.125,0
schrod_385494,0,0,0,0,0,1,0,0,215.251,2.689,441.674,235.417,76.801,129.456,0,730.561,1,2.75,0.0098971,0.0062263,0.8881801,23.677,6.719,10.293,6.138,2.084,-2.785,-3.061,-3.959,1851.815,-0.146,962.922,-2.383,8.273,0.621,3,0.046,3,100,0,0,51.628,3,0,13,0,13,3,16,0,0.556,0
schrod_308521_1,0,0,0,0,0,2,0,-1,214.226,3.163,419.392,92.731,149.578,177.082,0,683.291,3,3.25,0.0146409,0.0134222,0.8945727,21.598,7.584,13.222,10.104,1.038,-2.274,-2.921,-4.082,377.961,-0.803,172.831,-3.46,7.908,1.233,2,-0.325,3,79.155,0,0,77.891,5,0,13,0,13,0,16,0,0.395,0
schrod_450548_2,1,1,0,1,0,1,0,0,216.239,0.774,434.96,113.958,137.788,183.214,0,711.759,2,2.5,0.0008424,0.0081284,0.8863489,23.438,7.547,11.787,8.121,-0.142,-2.442,-2.031,-3.163,30.886,-0.268,16.228,-5.38,8.282,0.075,2,-0.205,2,52.775,0,0,76.21,4,0,13,0,13,3,16,0,0.003,0
schrod_484627_1,0,0,1,0,0,2,0,-1,215.257,6.276,447.908,155.498,152.373,140.037,0,739.762,4,4,0.0532376,0.0178608,0.8831563,23.504,8.065,16.211,12.143,0.875,-2.588,-2.476,-4.09,355.588,-0.859,161.8,-5.705,8.526,1.268,3,-0.354,3,77.728,0,0,89.568,5,0,10,0,10,0,16,0,0.001,0
schrod_766473,1,1,0,0,0,4,0,1,216.325,3.925,496.489,309.115,76.242,111.132,0,834.517,3,1,0.018462,0.0034886,0.8634004,25.736,7.935,12.914,6.685,2.583,-2.375,-2.273,-4.998,467.516,0.039,240.613,-4.212,8.081,-0.086,6,0.2,3,89.854,0,0,39.407,2,0,9,0,9,0,16,0,0.056,0
schrod_803449_1,1,1,0,0,0,6,0,0,216.325,3.314,515.54,275.205,92.117,148.219,0,852.649,3,1,0.0128814,0.0033597,0.8434956,25.532,8.393,12.783,6.65,2.629,-2.398,-2.273,-5.497,330.567,-0.263,165.427,-4.182,8.165,-0.092,4,0.162,3,87.43,0,0,41.044,2,0,9,0,9,0,16,0,0.057,0
schrod_390828_3,0,0,0,1,0,4,0,-2,217.199,9.939,409.847,106.562,224.547,56.83,21.908,655.223,1,4.5,0.1507693,0.0109797,0.890162,18.042,6.634,11.816,7.642,0.677,-1.768,-2.2,-1.773,18.626,-1.513,11.195,-5.074,9.655,1.421,1,-0.723,2,53.643,0,0,111.764,7,0,5,0,5,0,14,1,0.031,0
schrod_818868_1,0,0,0,1,0,2,0,-1,218.215,4.234,452.797,92.168,151.631,208.998,0,735.75,1,5.5,0.0243642,0.0121467,0.8704597,24.002,7.734,12.513,9.703,1.408,-2.626,-2.228,-2.817,91.535,-0.891,47.466,-3.386,9.406,0.804,1,-0.621,3,70.297,0,0,94.607,6,0,11,0,11,0,16,0,0.353,0
schrod_380364_2,0,0,0,1,0,7,0,-2,221.299,3.627,532.852,295.968,127.627,109.257,0,874.781,1,3,0.0150398,0.0056301,0.8301538,25.403,8.086,10.98,5.488,3.082,-3.626,-2.867,-2.994,154.601,-1.093,83.642,-2.815,10.154,0.787,2,-0.044,3,84.176,0,0,62.534,3,0,6,0,6,0,16,0,0.058,0
schrod_383981_3,0,0,0,2,0,5,0,-2,222.24,3.367,467.866,144.157,190.994,132.715,0,772.496,2,4,0.014679,0.0120907,0.8702437,22.818,8.079,12.585,8.813,2.188,-2.58,-2.509,-0.65,9.815,-1.419,5.404,-4.092,9.546,-0.05,4,-0.589,2,57.511,0,0,98.096,4,0,6,0,6,0,16,1,0.047,0
schrod_385088_2,0,0,0,2,0,5,0,-2,222.24,2.291,452.9,96.703,180.228,175.969,0,757.405,2,4,0.0069298,0.0124903,0.8872539,22.627,8.269,12.471,8.998,2.233,-2.337,-2.509,-0.581,12.417,-1.264,6.967,-3.741,9.723,-0.031,4,-0.616,2,59.599,0,0,95.904,4,0,6,0,6,0,16,1,0.186,0
schrod_9841_3,0,0,0,0,0,5,0,-2,220.277,5.06,460.444,251.76,153.468,55.215,0,761.982,5,4,0.0335987,0.0194253,0.8762304,21.657,7.881,16.503,12.407,0.683,-1.968,-2.401,-3.798,347.185,-1.07,157.671,-3.673,7.944,-0.344,3,-0.534,3,76.416,0,0,89.659,6,0,9,0,9,0,16,0,0.503,0
schrod_461334_2,0,0,0,1,0,3,0,-2,223.246,6.268,407.516,0,181.091,225.189,1.236,664.073,2.5,5,0.0591531,0.0193997,0.9032991,20.646,7.914,13.941,11.388,0.834,-1.774,-2.448,-2.363,48.108,-1.094,24.054,-3.776,8.094,1.03,1,-0.701,3,61.938,0,0,85.584,4,0,10,0,10,0,15,0,0.63,0
schrod_457301_3,0,0,0,1,0,4,0,-1,222.261,6.248,446.366,74.158,149.709,187.21,35.29,722.607,2,4,0.0540315,0.0126731,0.8724526,21.984,7.919,12.924,9.084,1.857,-2.548,-2.689,-2.681,95.458,-0.902,77.518,-3.235,8.877,0.619,2,-0.505,3,73.254,0,0,79.198,4,0,9,0,9,0,15,0,0.367,0
schrod_385992_1,0,0,1,0,0,7,0,-2,222.289,3.679,504.233,161.528,194.197,148.507,0,819.855,6,4.7,0.0165092,0.0228319,0.8401527,23.58,9.442,18.967,15.137,0.372,-2.045,-2.008,-4.827,142.668,-1.693,60.294,-5.966,8.205,-0.323,5,-0.675,2,54.725,0,0,104.042,5,1,6,0,6,0,16,0,0.002,0
schrod_810240_1,0,0,0,1,0,3,0,-1,224.231,7.844,402.058,0,162.009,238.214,1.835,654.128,1,3.75,0.0940605,0.009327,0.9063954,20.373,7.458,11.403,7.906,1.539,-2.184,-2.899,-2.375,72.974,-0.928,38.024,-3.378,9.055,1.325,1,-0.555,3,69.302,0,0,77.903,4,0,10,0,10,0,15,0,1.121,0
schrod_387781_1,0,0,0,1,0,5,0,-2,222.2,2.625,434.352,31.2,211.932,191.219,0,701.624,3,5.9,0.0098209,0.0235273,0.879144,20.541,8.194,14.413,12.609,0.416,-1.692,-2.105,-2.592,24.533,-1.566,11.436,-4.272,8.808,0.293,2,-0.831,2,54.255,0,0,117.867,6,0,9,0,9,0,16,0,0.242,0
schrod_621088_3,2,2,0,0,0,4,0,2,222.373,0.933,452.322,368.485,83.837,0,0,793.51,4,2,0.0010967,0.0088433,0.9164007,23.034,7.374,13.712,8.324,1.056,0.071,-0.34,-4.337,98.781,0.454,49.598,-6.806,9.203,-2.957,4,-0.139,2,68.832,0,0,45.819,2,0,10,0,10,10,16,0,0.041,0
schrod_346246_2,1,0,0,0,0,2,0,-1,224.265,4.876,462.698,0,144.969,317.729,0,754.465,4,3.5,0.031516,0.0151287,0.8662176,25.79,9.301,16.653,12.845,1.353,-2.733,-3.053,-5.212,417.982,-0.845,192.693,-2.88,7.845,0.122,4,-0.296,3,81.781,0,0,76.295,4,0,15,0,15,0,17,0,0.547,0
schrod_394376_1,0,0,0,1,0,1,0,-1,226.234,5.651,452.722,87.143,137.661,227.918,0,741.258,2,3,0.0430759,0.0093714,0.8749423,25.046,8.084,13.246,8.959,2.316,-3.136,-3.313,-2.835,124.183,-0.696,66.005,-3.158,8.54,0.695,1,-0.199,3,77.985,0,0,74.948,4,0,13,0,13,0,17,0,0.1,0
schrod_604401_2,1,0,0,0,0,1,0,1,227.308,4.406,484.25,342.355,51.216,90.679,0,816.419,1.5,2.5,0.023782,0.0063229,0.8723765,26.743,7.143,11.933,6.289,2.986,-3.952,-3.412,-4.03,3237.548,0.055,1761.3,-2.048,7.654,0.326,5,0.274,3,100,0,0,36.343,3,0,13,0,13,2,17,0,0.228,0
schrod_806464_1,1,0,0,0,0,4,0,-1,227.308,1.256,493.222,162.417,116.831,213.974,0,823.459,4,2.5,0.0019171,0.0101374,0.8614244,26.276,9.051,15.501,10.595,2.142,-3.01,-3.175,-4.795,772.669,-0.727,374.356,-2.535,6.962,-0.478,6,-0.13,3,91.177,0,0,61.726,3,0,12,0,12,0,17,0,0.647,0
schrod_396681,0,0,0,0,0,3,0,0,229.321,7.112,513.532,333,43.067,137.465,0,866.449,1,2.5,0.058372,0.0048683,0.8559073,27.908,7.715,12.019,5.448,3.443,-4.148,-3.444,-4.519,3868.041,-0.009,2134.805,-1.541,8.273,0.332,5,0.364,3,100,0,0,37.143,2,0,10,0,10,0,17,0,0.383,0
schrod_808558_3,1,0,0,0,0,1,0,1,227.308,4.406,484.25,342.355,51.216,90.679,0,816.419,1.5,2.5,0.0237825,0.0063229,0.8723765,26.743,7.143,11.933,6.289,2.986,-3.952,-3.412,-4.03,3237.548,0.055,1761.3,-2.048,7.654,0.326,5,0.274,3,100,0,0,36.343,3,0,13,0,13,2,17,0,0.228,0
schrod_758649,0,0,1,0,0,2,0,-1,230.269,4.727,455.88,187.428,162.918,105.533,0,756.705,4,4,0.0295347,0.0175485,0.8809122,23.853,8.054,16.002,12,0.859,-2.584,-2.656,-3.962,282.452,-0.957,126.15,-6.021,8.637,0.529,4,-0.318,3,75.841,0,0,92.875,5,0,13,0,13,4,17,0,0.001,0
schrod_718815_2,0,0,0,1,0,3,0,-2,231.251,6.697,464.377,112.065,176.783,175.529,0,770.926,2,4.5,0.0581825,0.0137043,0.8755946,24.448,8.3,14.102,9.933,1.639,-2.739,-2.759,-2.575,52.853,-1.155,26.217,-3.871,8.977,0.838,3,-0.411,3,67.382,0,0,92.137,4,0,10,0,10,0,17,0,0.057,0
schrod_616828_1,1,0,0,1,0,2,1,-1,232.294,7.235,410.138,259.502,149.484,0,1.152,708.222,0,5,0.0739029,0,0.9368755,20.905,6.276,10.192,6.207,0.966,-1.051,-1.718,-0.746,95.928,-0.69,50.664,-4.082,10.816,0.5,2,-0.91,2,68.075,0,0,83.78,4,0,7,0,7,6,15,0,1.709,0
schrod_256722_1,1,0,0,1,0,1,0,-1,232.189,8.69,426.544,168.862,168.422,13.903,75.358,690.45,2,5,0.1093692,0.0165776,0.8857057,20.968,5.854,14.007,9.646,1.154,-2.702,-2.365,-1.64,63.439,-0.743,82.62,-4.479,9.207,0.219,0,-0.569,3,65.961,75.358,0,94.122,6,0,9,0,9,3,16,0,0.015,0
schrod_374058,0,0,0,0,0,2,0,-1,232.238,9.372,448.274,160.09,163.149,125.034,0,739.801,2,2.7,0.1187244,0.008518,0.8824667,23.363,7.576,13.477,7.906,1.602,-3.021,-3.264,-4.03,281.033,-0.954,125.465,-3.894,8.938,0.958,3,-0.042,3,80.154,0,0,80.629,5,0,13,0,13,4,17,0,0.028,0
schrod_707143,0,0,0,0,0,4,0,-2,232.285,5.395,435.095,243.899,177.504,13.692,0,767.184,3,3.5,0.0379393,0.013933,0.9314951,22.111,7.769,13.766,9.026,1.102,-3.166,-3.879,-2.706,205.414,-1.041,89.41,-4.359,8.544,-0.131,2,-0.211,3,74.787,0,0,89.061,5,0,9,0,9,1,17,0,0.007,0
schrod_806699_3,0,1,0,0,0,1,0,1,230.309,2.733,469.986,275.116,65.819,129.05,0,800.28,1.5,3.5,0.0093325,0.0091207,0.8869688,26.464,7.447,12.348,7.6,1.935,-2.218,-2.025,-4.703,586.999,0.344,307.719,-4.245,7.947,0.017,6,0.081,3,87.829,0,0,40.295,3,0,13,0,13,3,17,0,0.079,0
schrod_41142_1,0,0,0,0,0,5,0,-2,233.29,4.265,445.448,0,198.342,210.865,36.242,732.597,5.5,4,0.0248257,0.0210593,0.8822893,21.968,9.405,17.884,14.48,0.424,-1.804,-2.744,-4.442,130.324,-1.348,86.363,-3.952,8.128,0.357,2,-0.641,2,54.323,0,0,98.916,5,1,12,0,12,0,16,0,0.409,0
schrod_306216_2,0,0,0,1,0,1,0,-1,235.669,3.847,448.493,148.087,105.086,133.448,61.872,738.929,1,3,0.0200332,0.0066891,0.8813419,24.05,7.418,11.136,6.642,3.02,-3.735,-3.392,-2.281,252.91,-0.247,310.742,-2.89,8.983,1.255,2,-0.138,3,87.637,0,0,59.205,3,0,10,0,10,0,16,0,0.092,0
schrod_606075_1,0,1,0,0,0,7,0,0,234.297,1.274,487.516,256.657,77.586,153.273,0,825.678,3,3.95,0.0019653,0.0140336,0.8730722,23.859,8.208,13.623,9.203,1.669,-2.838,-1.806,-5.043,454.001,-0.138,233.103,-3.8,8.031,-0.078,4,-0.285,3,84.272,0,0,57.225,4,0,9,0,9,0,17,0,2.205,0
schrod_225859,1,0,0,0,0,3,0,-2,236.276,3.395,474.169,0,157.483,316.686,0,782.541,4,3,0.0147277,0.0126537,0.8661044,26.261,9.671,16.349,12.237,1.582,-2.802,-3.457,-5.209,318.045,-1.017,143.417,-3.018,8.049,0.71,0,-0.231,3,80.998,0,0,74.186,4,0,16,0,16,0,18,0,0.357,0
schrod_453176_3,0,0,0,1,0,3,0,-1,236.288,4.767,479.798,187.997,150.213,103.262,38.325,780.864,2,3.5,0.0290994,0.0103163,0.8547198,24.156,7.846,12.948,8.326,2.286,-3.383,-3.109,-2.568,94.412,-0.894,79.591,-3.636,8.692,0.668,3,-0.262,3,75.68,0,0,78.05,4,0,9,0,9,0,16,0,0.023,0
schrod_375627,0,0,0,0,0,2,0,-2,238.245,2.347,445.011,0,195.986,249.025,0,742.61,2.5,5,0.0074173,0.0177652,0.8911848,24.659,8.888,14.76,11.962,0.678,-2.478,-2.952,-4.48,137.203,-1.202,57.802,-4.062,8.247,1.157,2,-0.34,3,69.172,0,0,102.988,4,0,14,0,14,0,18,0,0.069,0
schrod_397152,0,0,0,0,0,2,0,-2,238.245,5.154,440.421,0,177.006,263.414,0,737.421,2,4,0.0360159,0.0128442,0.8962747,24.589,8.727,13.801,10.203,1.329,-2.631,-3.287,-4.467,207.657,-1.026,90.466,-3.662,8.232,1.239,2,-0.209,3,76.205,0,0,98.847,4,0,14,0,14,0,18,0,0.123,0
schrod_563378,1,0,0,0,0,2,0,-1,239.276,3.18,492.933,88.218,141.694,263.021,0,808.431,3,4,0.0125099,0.0140551,0.8514112,27.427,9.136,15.643,11.551,1.672,-3.338,-3.29,-5.191,448.972,-0.86,208.18,-3.012,7.892,0.643,7,-0.135,2,84.208,0,0,73.731,4,0,15,0,15,0,18,1,0.107,0
schrod_373364_1,0,0,0,0,0,3,0,-2,239.292,9.51,460.72,188.501,165.215,105.056,1.948,762.621,2,6,0.1185829,0.0184174,0.8761943,23.443,7.654,15.226,10.844,0.553,-2.364,-2.369,-4.036,268.636,-1.047,122.465,-3.906,9.077,0.566,1,-0.471,3,73.659,0,0,81.407,5,0,9,0,9,0,16,0,0.128,0
schrod_805013_1,1,0,0,0,0,0,0,1,239.294,7.424,446.574,0,61.754,330.939,53.881,741.172,1,1.5,0.0743553,0.0033589,0.8869197,26.668,8.512,12.101,6.426,3.429,-4.063,-4.426,-4.94,2572.079,0.172,2710.06,-1.492,8.149,0.742,1,0.329,3,100,0,0,30.775,3,0,17,0,17,0,17,0,0.666,0
schrod_770214_1,0,0,0,1,0,1,0,-1,239.233,7.362,468.43,0,168.099,300.331,0,766.346,2,5,0.0707183,0.0150953,0.8645771,26.741,9,15.543,11.666,1.634,-3.019,-3.047,-3.348,63.888,-0.996,32.18,-3.464,9.042,1.167,2,-0.413,3,68.824,0,0,88.358,5,0,15,0,15,0,18,0,0.079,0
schrod_303171_1,0,0,0,0,0,1,0,1,241.267,7.013,468.984,163.789,64.91,193.375,46.911,781.519,1.5,3,0.0629364,0.0078344,0.8749156,26.327,7.322,13.062,7.552,2.787,-3.756,-3.709,-4.478,2400.828,0.053,2303.847,-1.939,7.953,1.444,5,0.104,3,100,46.911,0,43.32,3,0,14,0,14,0,18,0,0.487,0
schrod_306650_2,0,0,0,1,0,1,0,-1,243.28,5.971,461.589,82.463,118.002,218.821,42.304,760.259,1,3,0.046903,0.0064993,0.8727372,25.719,8.133,12.175,7.335,2.918,-3.668,-3.724,-2.827,190.762,-0.426,178.989,-2.827,8.589,1.634,2,-0.084,3,84.847,0,0,62.218,3,0,13,0,13,0,17,0,0.079,0
schrod_517442_6,0,0,0,1,0,2,0,-1,242.234,6.66,457.169,74.763,151.86,230.546,0,759.22,2,3.5,0.0584308,0.010827,0.8803734,25.147,8.425,13.82,9.356,2.159,-3.001,-3.462,-2.76,91.077,-0.863,47.21,-3.314,8.287,1.093,2,-0.26,3,74.656,0,0,83.748,5,0,13,0,13,0,18,0,0.117,0
schrod_600240_1,0,0,0,1,0,3,0,-1,243.265,4.427,505.094,175.051,135.822,194.221,0,836.624,2,4.5,0.02343,0.0125995,0.8501182,27.256,8.666,14.376,9.88,2.324,-3.4,-3.101,-3.076,129.27,-0.87,68.932,-3.05,8.46,0.541,3,-0.269,3,78.344,0,0,82.194,5,0,12,0,12,0,18,0,0.086,0
schrod_759488_1,1,0,0,1,0,13,0,-2,244.373,3.239,614.643,470.771,143.873,0,0,1023.395,2,3.7,0.0102486,0.0085132,0.7990441,26.455,9.111,12.732,5.883,3.468,-3.859,-2.66,-2.976,108.432,-1.722,57.004,-2.923,11.042,-0.648,1,-0.114,2,83.675,0,0,71.019,3,0,0,0,0,0,17,0,0.04,0
schrod_373871,0,1,0,0,0,1,1,1,244.293,2.52,509.371,236.085,88.127,185.159,0,846.066,2,3.5,0.0075072,0.0097174,0.8493114,28.832,8.358,13.984,8.96,2.021,-2.823,-2.259,-5.579,360.656,0.087,181.761,-4.458,8.343,0.07,3,0.147,3,84.549,0,0,62.677,4,0,13,0,13,3,18,0,0.013,0
schrod_506838_1,1,0,0,0,0,2,0,-1,243.268,5.979,471.455,142.656,150.354,178.446,0,793.783,2,4.5,0.0450365,0.0134985,0.8794121,26.033,8.39,14.398,10.011,1.45,-3.016,-3.221,-4.334,371.616,-0.853,169.696,-3.47,8.95,1.023,0,-0.15,3,81.433,0,0,81.977,6,0,14,0,14,0,18,0,0.08,0
schrod_864012_1,0,0,0,1,0,4,0,-1,245.277,6.518,485.393,186.223,124.978,174.192,0,829.002,1,3,0.0512464,0.0061806,0.8792414,26.118,8.305,12.056,6.459,2.818,-3.487,-3.524,-2.509,163.806,-0.755,89.037,-2.825,8.778,0.866,1,-0.026,3,83.08,0,0,83.788,4,0,9,0,9,0,18,0,0.143,0
schrod_236031,0,0,0,0,0,5,0,-2,246.268,6.42,517.28,165.18,149.072,203.028,0,850.453,1,4,0.0484627,0.0077328,0.8392138,26.61,8.685,12.751,7.661,2.145,-3.483,-3.179,-5.102,382.162,-1.149,174.908,-3.072,8.79,0.66,3,-0.045,3,85.72,0,0,102.522,6,0,9,0,9,0,18,0,0.069,0
schrod_761214_2,0,0,2,0,0,3,0,-2,245.207,7.324,450.832,0,202.492,130.744,117.596,732.724,6,3.5,0.073206,0.0190164,0.8718546,22.492,7.892,19.523,14.685,0.615,-2.443,-2.638,-4.229,119.033,-1.105,218.497,-8.628,8.775,0.43,3,-0.603,2,54.741,117.596,0,110.824,5,1,6,0,6,0,17,0,0,0
schrod_850935,1,0,0,0,0,0,0,1,246.311,2.675,502.409,75.841,18.362,408.207,0,848.574,1,0,0.0084337,0,0.8627811,31.704,9.305,11.748,5.294,4.882,-5.355,-5.176,-5.699,6633.955,0.399,3824.625,-0.42,7.91,0.343,1,0.897,3,100,0,0,14.699,2,0,18,0,18,0,19,0,0.432,0
schrod_310301_2,0,0,0,1,0,3,0,-1,247.311,5.128,501.022,194.284,120.07,159.535,27.133,832.061,1,3,0.0316082,0.0059878,0.8539093,26.742,8.247,12.055,6.594,3.187,-4.101,-3.624,-2.849,182.337,-0.649,140.772,-2.882,9.01,1.243,3,0.017,3,86.072,0,0,63.681,3,0,10,0,10,0,17,0,0.035,0
schrod_454810_3,0,0,0,1,0,5,0,-2,246.237,7.478,453.7,131.915,234.124,87.517,0.144,738.628,2,6,0.0757117,0.0187024,0.8709905,21.031,7.721,14.015,10.735,0.42,-1.926,-2.312,-2.229,15.111,-1.795,6.786,-5.046,9.465,1.311,3,-0.774,2,50.512,0,0,118.022,7,0,6,0,6,0,16,1,0.026,0
schrod_43151_3,0,0,2,0,0,3,0,-1,245.207,4.597,444.101,0.579,187.371,149.294,106.855,723.164,6,3.5,0.0292245,0.0193047,0.877354,22.286,7.925,18.763,14.689,0.651,-2.298,-2.638,-4.229,165.6,-0.978,272.647,-8.284,8.797,0.858,3,-0.618,2,57.517,106.855,0,107.717,5,1,6,0,6,0,17,0,0,0
schrod_738597,1,0,0,0,0,5,0,-1,247.357,2.269,518.573,199.835,87.686,177.43,53.622,866.589,3,2.5,0.0059426,0.0083501,0.8476771,27.011,9.106,14.355,8.543,3.007,-3.785,-3.637,-4.843,1460.08,-0.42,1464.745,-2.03,7.8,0.182,3,0.06,3,100,0,0,47.916,3,0,11,0,11,0,17,0,0.379,0
schrod_471132,0,0,2,0,0,12,0,-2,248.404,5.021,544.292,232.224,241.942,0,70.125,893.112,6,3,0.0282305,0.013501,0.8240193,21.883,9.919,17.752,11.795,1.053,-2.253,-2.446,-4.38,50.3,-2.363,47.32,-8.952,9.042,0.376,2,-0.625,2,50.609,0,0,118.23,4,1,0,0,0,0,15,0,0,0
schrod_415579,0,0,0,0,0,2,0,0,248.287,8.239,512.273,46.162,77.293,388.819,0,841.534,2,3,0.0806625,0.008282,0.8414815,29.953,9.634,15.328,9.566,3.012,-4.053,-4.04,-5.951,1832.039,-0.285,951.812,-1.382,8.798,0.314,1,0.163,3,100,0,0,56.247,4,0,18,0,18,0,19,0,0.911,0
schrod_605582_1,0,0,0,0,0,4,0,0,247.299,3.062,534.99,342.905,93.224,98.861,0,890.634,2,5.2,0.0105296,0.0137459,0.8367942,27.865,8.185,14.358,9.482,2.054,-3.552,-2.89,-4.644,1293.77,-0.565,653.513,-2.505,8.898,0.539,4,-0.131,3,94.667,0,0,70.136,6,0,11,0,11,0,18,0,0.217,0
schrod_812526_5,0,1,0,0,0,5,0,-1,246.268,8.771,497.198,130.963,165.346,200.889,0,820.575,3,4,0.0937522,0.0139345,0.8525397,25.393,8.996,15.967,10.638,0.983,-1.761,-2.071,-5.602,66.807,-0.856,29.377,-5.442,8.615,1.43,6,-0.232,3,65.361,0,0,91.988,6,0,10,0,10,0,18,0,0.018,0
schrod_693781_1,0,0,0,0,0,8,0,0,248.324,4.687,548.326,297.683,75.706,174.936,0,916.28,1,4.9,0.0239712,0.0089363,0.8320419,27.049,8.614,12.533,7.27,2.687,-3.232,-2.891,-5.084,1896.6,-0.648,988.118,-1.53,8.657,0.119,3,-0.17,3,100,0,0,47.586,4,0,9,0,9,0,18,0,4.295,0
schrod_380274_2,0,0,0,1,0,3,0,-1,250.315,3.952,494.734,242.599,124.227,92.737,35.171,824.561,2,3.5,0.0189371,0.0100049,0.8595574,25.804,8.043,13.244,8.113,2.782,-3.663,-3.378,-2.439,166.517,-0.652,141.235,-3.194,8.731,0.659,3,-0.149,3,82.997,0,0,74.941,4,0,9,0,9,0,17,0,0.038,0
schrod_449142_6,1,0,0,1,0,2,0,-1,250.256,2.826,490.896,0,117.948,372.948,0,815.17,1,4,0.0097992,0.0081484,0.8596882,28.747,9.404,13.245,9.203,2.863,-3.513,-3.677,-3.773,190.986,-0.621,105.108,-2.187,9.044,1.297,0,-0.163,3,84.534,0,0,68.519,4,0,16,0,16,0,19,0,0.499,0
schrod_578552_2,0,1,0,0,0,7,0,1,250.386,3.735,571.479,502.251,23.471,45.758,0,992.741,1,4.5,0.0140493,0.0078743,0.8421482,29.518,8.126,12.66,5.918,3.159,-2.72,-1.85,-5.031,1479.877,0.32,836.033,-3.181,8.757,0.013,3,0.156,3,100,0,0,35.897,4,0,6,0,6,0,18,0,0.316,0
schrod_889366_2,0,1,0,0,0,5,0,1,251.33,5.126,548.34,96.182,69.354,382.804,0,914.446,2,3,0.0287395,0.0077372,0.8309102,30.887,10.24,14.772,8.896,2.985,-2.974,-2.872,-6.82,543.4,-0.009,283.091,-3.032,8.292,0.041,5,0.224,3,93.375,0,0,40.601,3,0,15,0,15,0,19,0,0.248,0
