Filename,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
DB00615,9,1,0,0,0,22,3,-2,847.016,5.993,1098.134,916.459,129.961,51.714,0,2357.778,3.25,18.1,0.0152329,0.0297143,0.7801506,74.572,21.564,39.43,21.333,4.84,-4.414,-8.763,-6.062,144.671,-1.787,67.718,-3.683,7.962,1.397,10,0.375,1,68.035,0,0,197.49,15,2,21,0,21,6,61,1,0.007
DB00617,3,0,0,0,0,1,0,0,157.169,2.152,357.436,270.357,87.079,0,0,572.386,0,4,0.0080909,0,0.9327381,16.111,4.406,6.758,4.891,0.492,-0.733,-0.79,-2.62,1479.554,-0.164,755.512,-3.028,10.622,0.1,0,-0.833,3,86.566,0,0,65.701,4,0,5,0,5,1,11,0,27.202
DB00618,1,1,0,0,0,7,0,-2,464.858,9.745,655.767,180.805,315.538,99.987,59.436,1216.764,3,9.2,0.0780538,0.0242996,0.8405298,39.001,13.549,24.201,16.056,0.042,-2.892,-4.543,-5.315,2.515,-2.292,1.795,-8.373,9.192,0.834,10,-0.108,1,21.403,0,0,198.606,10,1,18,0,18,6,32,2,0
DB00619,1,2,0,0,0,7,0,1,493.61,3.643,874.801,338.233,84.004,452.565,0,1596.698,2,10.5,0.0083109,0.0169744,0.7552156,57.573,17.608,27.854,17.202,3.646,-4.612,-4.454,-9.103,98.422,-0.043,49.404,-4.927,8.309,0.709,8,0.514,2,83.967,0,0,89.434,8,0,30,0,30,4,37,1,0
DB00620,0,0,0,0,0,6,0,-2,394.439,4.533,592.049,263.596,232.65,79.969,15.834,1112.991,3,8.85,0.0184589,0.0258909,0.8772743,35.299,11.421,21.364,15.063,1.148,-3.64,-3.922,-3.899,61.614,-1.775,29.708,-4.949,10.488,0.941,5,-0.204,3,65.699,15.834,0,130.576,6,0,17,0,17,12,28,0,0.002
DB00621,2,0,0,0,0,1,1,0,306.444,7.173,518.879,421.808,97.071,0,0,978.232,1,3.75,0.0525936,0.0072271,0.9184594,32.353,8.518,14.498,6.566,3.444,-4.443,-3.983,-2.851,1189.524,-0.264,596.787,-3.213,10.78,-1.026,2,0.541,3,100,0,0,59.607,3,0,17,0,17,15,22,0,0.011
DB00622,0,1,0,0,0,8,2,0,479.532,7.855,714.971,361.356,135.849,217.765,0,1419.457,0,6.5,0.0434697,0,0.8543287,47.596,13.793,20.03,8.483,4.178,-3.841,-6.208,-5.654,127.217,-0.761,58.932,-4.551,8.71,1.088,8,0.66,3,89.075,0,0,116.273,9,0,18,0,18,1,35,1,0.002
DB00623,0,2,0,0,0,7,0,2,437.522,3.044,744.613,267.064,47.926,308.232,121.391,1332.104,1,6.2,0.0069548,0.0083265,0.7863089,45.606,13.15,20.135,10.004,4.39,-4.223,-4.474,-7.912,216.382,0.72,535.232,-4.77,8.051,0.706,7,0.706,3,94.446,83.664,0,33.635,4,0,20,0,20,4,30,1,0
DB00624,0,0,0,0,0,1,0,0,288.429,3.803,521.258,392.746,100.463,28.049,0,965.894,1,3.7,0.0149698,0.0070982,0.9065643,32.127,8.561,13.9,6.736,3.319,-4.101,-3.703,-3.178,1104.602,-0.312,550.872,-3.176,10.214,0.24,3,0.513,3,100,0,0,52.103,2,0,17,0,17,14,21,0,0.01
DB00625,0,0,0,0,0,2,0,1,315.679,5.873,520.24,161.61,84.701,106.042,167.886,884.658,1,3.5,0.0389837,0.0067277,0.8566661,28.979,7.845,13.697,6.798,3.539,-4.92,-4.56,-4.357,1558.397,0.085,6641.934,-2.515,9.259,0.788,2,0.272,3,100,96.881,0,51.335,3,0,13,3,10,4,21,0,0.012
DB00626,20,2,0,2,12,51,0,-2,1422.704,27.103,1776.095,925.311,581.285,235.542,33.956,3943.238,12,31.5,0.1862819,0.0614377,0.6796222,121.157,43.473,79.833,61.33,-4.215,1.674,-5.128,10.816,0,-10.02,0,-10.632,9.205,0.224,22,-4.262,1,0,0,194.806,570.7,33,3,16,0,16,2,100,2,0.002
DB00627,4,0,0,1,0,1,0,-1,123.111,3.967,302.551,0,135.494,167.056,0,450.233,1,3.5,0.0349473,0.0115683,0.9389845,12.818,4.883,7.677,7.197,0.672,-0.734,-0.915,-1.508,130.2,-0.521,69.468,-3.332,10.438,0.81,2,-0.898,2,68.727,0,0,63.562,3,0,6,0,6,0,9,0,11.175
DB00628,0,0,0,1,0,1,0,-1,314.727,5.952,521.346,0.001,165.57,284.325,71.45,906.375,0,3.5,0.0390863,0,0.8687829,32.192,10.347,13.656,7.286,3.411,-4.4,-4.788,-3.204,67.515,-0.784,84.122,-3.473,9.384,1.031,1,0.109,3,79.662,0,0,103.793,5,0,17,0,12,1,22,0,0.004
DB00629,0,0,0,0,0,3,1,-1,231.084,4.678,425.408,21.972,151.6,137.126,114.71,687.72,4,3.5,0.0318261,0.0164548,0.8857285,20.752,8.328,15.211,11.391,1.157,-2.496,-2.635,-4.035,361.637,-0.624,700.287,-3.542,8.44,0.024,3,-0.475,3,79.506,0,0,84.109,4,0,6,0,6,0,14,0,0.211
DB00630,2,1,0,4,0,11,0,-2,249.097,4.725,419.358,92.888,322.988,0,3.482,689.698,3,7.75,0.0323736,0.0320094,0.9002278,14.385,7.695,13.672,12.527,-2.02,0.23,-0.424,3.357,0.035,-2.349,0.005,-8.479,9.486,0.712,3,-1.73,1,0,0,0,169.587,8,1,0,0,0,0,14,1,0.001
DB00631,0,0,0,0,0,4,2,-2,303.68,4.389,465.851,96.973,197.31,71.352,100.217,803.815,4,9.1,0.0239632,0.0390683,0.8974741,24.128,8.915,19.373,16.642,-0.259,-2.365,-2.528,-3.531,133.295,-1.065,198.318,-4.521,8.652,0.482,3,-0.697,3,63.461,31.927,0,114.946,8,0,14,0,14,4,20,0,0.04
DB00632,9,0,0,0,0,21,0,-2,326.605,2.071,863.214,812.871,50.342,0,0,1479.848,1,1.7,0.0028986,0.0019694,0.7275423,39.585,13.104,13.713,0.646,7.561,-8.061,-5.142,-5.941,3299.939,-1.336,1798.016,-0.431,11.124,-2.851,1,1.468,1,100,0,0,22.332,1,1,0,0,0,0,23,1,0.001
DB00633,0,0,0,0,0,2,0,1,200.283,4.952,451.113,207.539,41.984,201.59,0,758.657,1,2,0.03232,0.0044335,0.8917507,24.848,7.293,10.53,5.455,3.194,-3.447,-3.097,-4.245,3960.639,0.091,2190.098,-1.391,9.052,-0.596,4,0.208,3,100,0,0,24.824,2,0,11,0,11,0,15,0,2.992
DB00634,0,0,0,0,0,3,0,-2,214.239,8.189,423.736,92.751,191.629,137.787,1.569,680.786,2.5,6,0.0985077,0.0223886,0.8832366,20.481,7.384,14.83,11.89,-0.101,-1.858,-1.771,-4.078,150.898,-1.251,65.343,-4.278,8.763,0.604,1,-0.629,3,65.349,0,0,105.767,5,0,6,0,6,0,14,0,0.157
DB00635,0,0,0,0,0,4,1,-2,358.433,3.394,576.136,295.047,199.664,81.425,0,1072.778,2,8.45,0.0107362,0.0207418,0.8796572,34.988,10.718,19.298,13.388,1.456,-3.469,-3.478,-3.868,126.616,-1.398,52.997,-4.528,10.348,0.746,5,-0.168,3,73.101,0,0,115.07,5,0,17,0,17,11,26,0,0.005
DB00636,1,0,0,0,0,4,0,1,242.702,1.458,508.584,262.238,39.942,134.849,71.556,845.52,0,2.75,0.0025156,0,0.8502592,26.403,7.713,9.689,3.983,2.581,-4.076,-3.311,-4.598,4141.255,0.13,5667.348,-1.397,9.106,-0.009,1,0.167,3,100,0,0,39.206,3,0,6,0,6,0,16,0,0.818
DB00637,1,1,0,0,0,8,0,1,458.577,5.621,783.235,326.469,15.685,394.267,46.814,1466.081,1,4.75,0.0215495,0.0060646,0.7968536,51.147,14.695,21.166,8.788,6.52,-6.459,-6.903,-7.426,1754.13,0.43,1813.339,-1.714,8.174,0.455,4,1.342,1,100,46.814,0,36.649,5,1,27,0,27,5,34,1,0.003
DB00639,1,0,0,0,0,7,0,1,411.776,1.192,620.618,73.832,20.332,340.781,185.673,1140.098,0,2.5,0.0012457,0,0.8504242,38.232,12.68,14.46,4.652,6.482,-6.315,-7.677,-5.577,6354.645,0.41,10000,-0.022,9.316,0.922,1,0.962,1,100,0,0,15.168,2,1,17,0,17,0,25,1,0.18
DB00640,0,0,0,0,0,5,0,-2,267.244,1.544,465.175,95.269,258.732,111.174,0,789.239,5,10.8,0.0030186,0.0519149,0.8878802,23.283,9.372,20.972,20.213,-1.673,-1.745,-1.506,-3.876,34.862,-1.926,13.146,-5.416,8.508,0.26,5,-0.864,2,44.757,0,0,139.362,9,0,14,0,14,4,19,0,0.018
DB00641,0,0,0,0,0,7,1,-2,418.572,7.067,729.917,503.077,135.35,91.49,0,1386.401,1,6.7,0.0360217,0.0091791,0.8237921,45.709,12.894,20.51,9.539,4.675,-7.021,-5.352,-4.82,515.675,-1.188,241.804,-3.02,9.091,-0.095,5,0.767,1,100,0,0,84.191,5,0,16,0,16,10,30,1,0
DB00642,4,0,0,2,0,10,0,-2,427.416,12.174,735.338,116.356,432.227,186.755,0,1289.914,6.25,9.75,0.1148914,0.033148,0.7793253,40.831,16.096,30.456,22.251,0.817,-4.222,-4.638,-2.378,0.051,-4.784,0.018,-7.867,8.483,0.183,4,-0.71,1,0,0,0,230.163,11,2,15,0,15,0,31,1,0
DB00643,1,0,0,0,0,3,0,-2,295.297,10.975,574.283,98.467,170.131,305.686,0,955.993,1,5,0.1259956,0.0087065,0.817226,33.098,10.564,16.908,10.066,2.364,-4.462,-4.133,-5.947,241.296,-1.316,106.404,-3.29,8.865,0.745,0,0.121,3,83.429,0,0,102.865,6,0,15,0,15,0,22,0,0.005
DB00645,0,1,0,0,0,8,0,1,289.417,5.132,629.822,474.923,33.326,121.573,0,1093.811,0,4.75,0.0240759,0,0.8151587,33.645,9.443,12.99,5.202,3.503,-3.143,-2.363,-5.829,1193.346,0.146,662.53,-3,8.986,0.323,3,0.183,3,100,0,0,35.483,3,0,12,0,12,5,21,0,0.208
DB00646,13,1,0,1,0,43,3,-2,926.106,2.871,1186.347,692.667,421.569,72.11,0,2616.061,11,23.2,0.0031506,0.0648594,0.7739601,71.619,27.641,53.149,35.409,-0.076,-1.061,-6.775,-4.452,0.063,-6.321,0.02,-6.969,8.508,0.704,16,-1.2,1,0,0,0,306.712,18,3,12,0,12,10,65,2,0.009
DB00647,0,1,0,0,0,8,1,1,339.477,2.702,650.933,320.19,25.987,304.756,0,1191.865,0,4,0.006124,0,0.8351799,39.318,11.621,14.692,5.711,4.203,-4.819,-4.098,-6.378,1400.779,0.232,787.84,-2.219,9.188,-0.204,4,0.668,3,100,0,0,29.703,3,0,12,0,12,0,25,0,0.237
DB00648,7,0,0,0,0,2,0,1,320.045,3.607,508.593,14.564,0,258.189,235.841,872.65,0,0,0.0149125,0,0.8683363,29.951,9.822,10.559,2.341,6.764,-6.518,-6.899,-4.894,9906.038,0.221,10000,-0.418,9.496,0.301,2,1.066,1,100,0,0,0,0,1,12,0,12,0,18,1,0.015
DB00649,0,0,0,0,0,2,0,-1,224.216,7.275,416.356,166.3,164.236,85.819,0,700.122,2,6.9,0.0755918,0.0234369,0.9158334,21.4,7.166,14.481,11.706,-0.094,-1.708,-1.82,-3.303,274.44,-0.862,122.286,-4.052,9.341,0.286,5,-0.633,3,70.039,0,0,102.05,6,0,11,0,11,2,16,0,0.389
DB00650,6,0,0,2,0,10,0,-2,473.444,14.165,768.466,168.542,451.211,148.713,0,1366.143,7.25,14.25,0.1468802,0.0499297,0.7748262,43.518,16.94,35.751,28.098,-0.609,-3.77,-3.842,-2.27,0.033,-5.05,0.012,-8.351,8.196,0.572,4,-1.149,1,0,0,0,269.111,14,2,16,0,16,2,34,1,0
DB00651,0,0,0,0,0,5,0,-2,254.245,5.67,471.239,234.459,192.102,44.679,0,796.46,2,8.4,0.0403711,0.0252088,0.8817917,22.937,7.784,15.252,12.564,-0.358,-1.652,-1.85,-3.658,149.348,-1.385,63.351,-4.422,9.041,0.569,2,-0.805,3,63.761,0,0,116.486,8,0,9,0,9,0,18,0,0.214
DB00652,0,1,0,0,0,3,0,1,285.428,2.466,575.54,408.654,56.748,110.138,0,1020.881,1,2.75,0.0059586,0.0047781,0.8519345,33.827,9.114,13.557,5.751,3.737,-4.052,-3.232,-5.179,715.583,0.26,381.184,-3.952,8.85,-0.319,7,0.741,3,100,0,0,27.197,2,0,13,0,13,6,21,1,0.003
DB00654,1,0,0,0,0,16,1,-2,432.599,5.066,864.733,527.302,142.879,194.552,0,1553.532,3,7.1,0.0165206,0.0142212,0.7501757,47.603,16.075,23.624,11.953,4.943,-6.498,-5.381,-6.502,437.5,-2.093,202.437,-1.931,9.537,-0.34,7,0.612,1,100,0,0,96.472,5,0,11,0,11,5,31,2,0.002
DB00655,0,0,0,0,0,1,0,0,270.371,2.398,511.123,300.012,99.616,111.496,0,904.185,1,2.75,0.0063588,0.0053803,0.8847302,30.454,8.448,12.731,6.338,3.13,-3.975,-3.954,-3.929,1125.228,-0.345,561.998,-2.867,8.985,-0.218,4,0.513,3,100,0,0,50.146,2,0,17,0,17,10,20,0,0.013
DB00656,0,1,0,0,0,4,0,1,371.869,6.618,654.74,222.551,47.925,312.761,71.503,1162.412,0,6,0.0376733,0,0.816588,40.784,12.06,17.246,8.801,3.737,-3.924,-4.139,-6.718,867.612,0.417,1156.804,-2.98,8.208,0.659,2,0.218,3,100,0,0,52.695,6,0,21,0,21,4,26,0,0.046
DB00657,5,1,0,0,0,1,0,2,167.294,0.91,390.427,383.329,7.098,0,0,663.876,1,1,0.0012485,0.0025613,0.9426487,19.772,5.106,7.417,2.936,2.377,-1.564,-1.02,-3.186,2115.854,0.848,1230.385,-3.617,8.92,-2.685,1,0.162,3,100,0,0,9.821,1,0,7,0,7,7,12,0,1.102
DB00659,1,0,0,1,1,5,0,-2,181.206,6.994,403.522,200.258,201.707,0,1.557,623,2,6.5,0.0785171,0.0227804,0.874224,15.568,5.675,12.114,12.767,-0.895,-0.02,-0.098,-0.385,16.613,-1.494,14.847,-4.757,9.885,0.323,0,-1.389,2,43.547,0,33.449,104.813,5,0,0,0,0,0,11,1,3.028
DB00660,0,0,0,0,0,3,0,0,221.255,7.035,483.266,280.058,105.805,97.403,0,787.094,1,4.25,0.0628758,0.0087943,0.8530934,24.349,7.049,12.005,7.253,1.832,-3.064,-2.595,-4.374,982.994,-0.587,485.622,-2.838,9.134,-0.231,3,-0.165,3,91.235,0,0,64.856,4,0,11,0,11,2,16,0,0.233
DB00661,0,1,0,0,0,14,0,1,454.608,4.549,697.944,574.509,51.742,71.693,0,1436.79,0,6.5,0.0144052,0,0.8822811,43.042,12.299,17.303,5.552,4.026,-4.376,-6.384,-4.505,798.24,-0.325,428.99,-2.939,8.604,-0.025,6,0.456,3,100,0,0,61.933,6,0,12,0,12,0,33,0,0.15
DB00662,0,1,0,0,0,10,0,1,388.463,7.086,755.087,523.184,52.338,179.565,0,1325.328,1,7.5,0.0378852,0.0099326,0.7727699,42.179,12.545,19.105,9.76,3.751,-4.343,-3.783,-6.791,787.918,-0.225,422.998,-2.954,9.212,0.314,6,0.281,3,100,0,0,73.667,7,0,12,0,12,0,28,0,0.02
DB00663,1,0,0,0,0,5,1,-2,410.457,2.106,607.85,301.921,180.572,76.746,48.611,1153.152,3,8.15,0.0038456,0.0232232,0.8749025,37.518,11.173,21.503,14.268,1.967,-3.858,-4.477,-3.922,192.103,-1.191,153.541,-4.097,10.537,1.067,4,0.026,3,79.333,48.611,0,106.912,5,0,17,0,17,12,29,0,0.003
DB00664,0,0,0,0,0,5,0,-2,280.301,9.584,520.524,97.083,159.698,262.962,0.781,858.931,2.5,7.5,0.1069307,0.0227819,0.8395176,27.521,9.617,18.098,13.793,0.713,-2.617,-2.789,-5.383,303.027,-1.247,137.459,-3.056,8.817,0.631,5,-0.581,3,75.533,0,0,105.738,7,0,12,0,12,0,19,0,0.595
DB00665,2,0,0,0,0,1,0,-1,317.224,11.783,506.977,150.053,175.747,83.757,97.421,868.208,1,4.5,0.1599159,0.0088761,0.8681458,28.749,7.719,15.944,8.415,2.115,-4.216,-4.459,-4.065,213.447,-0.812,318.466,-4.367,10.511,1.708,2,0.092,3,81.019,97.421,0,109.339,7,0,11,0,11,1,22,0,0.001
DB00666,17,0,1,0,11,36,0,-2,1322.488,1.98,1747.44,610.502,590.618,546.319,0,3697.231,11.25,26.7,0.0010607,0.051249,0.6617296,123.911,44.233,75.072,61.945,-1.017,-3.184,-9.012,5.507,0.001,-10.598,0.005,-9.086,7.968,0.728,20,-2.715,1,0,0,208.801,522.932,30,3,40,0,40,7,96,2,0
DB00668,0,1,0,0,0,6,0,-1,183.207,3.613,414.425,135.061,166.063,113.301,0,660.314,4,4.7,0.0197641,0.022682,0.8848831,17.501,7.157,13.914,11.781,-0.593,-0.074,-0.53,-4.661,65.77,-0.814,28.884,-5.667,8.94,-0.055,4,-0.733,2,56.01,0,0,80.056,4,0,6,0,6,0,13,0,0.332
DB00669,0,1,0,0,0,6,0,1,295.399,8.044,565.245,313.106,118.472,132.183,1.484,986.49,2,6.5,0.0655926,0.0162627,0.8478589,30.735,9.599,16.996,10.793,1.501,-2.158,-2.174,-5.35,185.922,-0.495,90.488,-4.724,8.314,0.433,3,-0.176,3,76.348,0,0,73.058,5,0,9,0,9,0,20,0,0.039
DB00670,0,2,0,0,0,2,0,1,351.407,7.186,632,239.206,109.881,282.914,0,1117.986,1,10.5,0.0461856,0.0166139,0.824275,40.005,11.586,20.962,15.278,0.102,-1.19,-0.916,-7.177,55.937,0.162,26.824,-6.481,9.145,0.97,7,-0.494,2,58.825,0,0,87.124,7,0,21,0,18,4,26,1,0.007
DB00671,3,0,0,2,0,10,2,-2,453.444,9.767,694.827,178.944,339.747,105.817,70.32,1233.915,4.25,12.95,0.0773092,0.0384227,0.8007161,37.817,14.315,27.544,21.221,0.541,-3.416,-3.61,-1.646,0.381,-3.399,0.392,-6.448,8.657,1.022,3,-1.13,1,9.657,0,0,218.59,12,1,13,4,9,3,30,1,0
DB00672,1,0,0,0,1,4,0,-1,276.737,7.633,514.218,172.908,136.764,133.045,71.501,850.641,1,3.5,0.068487,0.0068065,0.8443358,26.591,8.634,12.978,7.896,2.269,-3.076,-3.15,-3.311,385.549,-0.781,576.304,-3.187,9.984,1.004,0,-0.23,3,86.519,0,14.182,88.573,5,0,6,0,6,0,17,0,0.045
DB00673,2,1,0,0,0,5,1,1,534.433,4.199,790.156,195.142,152.008,166.088,276.918,1429.261,2,8.4,0.0123378,0.0150342,0.7765922,49.421,12.551,25.295,13.982,4.268,-6.666,-6.731,-6.665,89.393,-0.34,1323.34,-5.318,9.367,1.014,7,0.59,1,73.9,276.918,0,91.507,7,1,23,0,23,4,37,2,0
DB00674,0,1,0,0,0,2,0,1,287.358,3.515,507.535,328.722,57.394,121.418,0,904.286,1,5.2,0.0136648,0.0102456,0.8910517,29.911,8.256,13.755,8.302,2.011,-2.19,-2.279,-4.6,705.551,0.36,375.411,-4.02,8.745,-0.094,4,0.027,3,89.706,0,0,44.169,4,0,17,0,13,7,21,0,0.177
DB00675,1,1,0,0,0,9,0,1,371.521,1.746,724.457,305.692,5.4,413.365,0,1314.516,0,2.75,0.0023182,0,0.8010567,44.622,13.424,15.762,5.035,6.451,-5.821,-5.718,-7.449,2195.804,0.364,1280.713,-1.361,8.581,0.114,3,1.316,1,100,0,0,13.308,2,1,18,0,18,0,28,1,0.024
DB00676,0,0,0,0,0,3,1,0,212.248,3.297,478.28,35.461,49.104,393.716,0,786.077,0,2,0.0138318,0,0.8612436,27.139,8.549,9.862,5.19,3.571,-3.745,-3.372,-5.655,3390.397,-0.059,1851.348,-0.75,9.839,0.428,1,0.238,3,100,0,0,35.599,2,0,12,0,12,0,16,0,6.797
DB00677,3,0,0,0,0,4,3,1,184.147,3.415,413.05,336.09,33.797,0,43.163,663.738,0,5,0.0175752,0,0.8908957,17.84,4.358,7.804,5.001,1.121,-0.963,-0.664,-3.297,4735.909,0.144,4579.611,-1.758,10.981,-0.167,0,-0.963,3,100,40.62,0,34.303,3,0,0,0,0,0,11,0,349.445
DB00678,0,0,0,0,0,9,0,-2,422.916,9,710.613,236.934,157.339,247.203,69.137,1303.978,2,6.7,0.062116,0.0133339,0.8122922,42.613,14.14,21.794,11.749,3.995,-5.541,-6.403,-5.748,319.046,-1.399,344.198,-2.684,8.801,0.907,3,0.438,3,95.153,0,0,94.989,7,0,22,0,22,0,30,0,0.003
DB00679,2,1,0,0,0,4,0,2,370.57,3.692,636.727,323.075,4.54,229.063,80.048,1179.545,0,3,0.0115545,0,0.8479202,40.671,11.395,15.047,4.941,5.881,-5.756,-5.378,-5.811,2237.417,0.875,3587.294,-2.475,7.894,0.424,6,1.07,3,100,0,0,8.209,2,1,20,0,20,5,25,1,0.008
DB00680,0,1,0,0,0,5,0,1,427.517,6.895,733.085,365.511,96.646,244.125,26.803,1319.762,1,9.2,0.0360195,0.0125497,0.7937335,45.784,13.363,21.981,13.234,2.978,-4.228,-4.098,-6.76,299.439,-0.296,208.453,-4.023,8.485,0.66,6,0.136,3,88.703,0,0,86.14,7,0,20,0,20,4,30,0,0.002
DB00681,14,1,0,1,0,45,3,-2,924.09,2.879,1249.416,736.32,414.991,98.104,0,2681.348,11,23.2,0.0030914,0.0615854,0.7470683,73.196,28.84,53.471,35.252,0.28,-1.604,-6.736,-5.011,0.073,-6.707,0.023,-6.564,8.407,0.885,14,-1.238,1,0,0,0,314.048,18,3,12,0,12,10,65,2,0.006
DB00682,0,0,0,0,0,5,2,0,308.333,7.602,552.156,98.291,104.477,349.389,0,975.552,1,5.25,0.0592312,0.0095082,0.8615294,33.014,10.736,15.928,9.668,2.702,-3.876,-4.357,-5.439,1011.919,-0.676,501.085,-1.734,9.427,1.036,4,0.061,3,96.551,0,0,83.166,4,0,16,0,16,0,23,0,1.226
DB00683,0,0,0,0,0,0,0,2,325.772,4.794,558.731,123.191,39.406,289.782,106.352,972.52,0,2.5,0.0236293,0,0.8496261,35.534,9.836,13.62,5.803,4.895,-4.536,-5.786,-5.347,4190.032,0.461,8902.091,-1.225,9.21,1.133,2,0.772,3,100,34.857,0,32.404,3,0,20,0,17,1,23,0,0.021
DB00684,12,5,0,0,0,16,2,-2,467.518,4.092,691.658,311.494,380.164,0,0,1312.16,15,20.3,0.0127638,0.1136712,0.8380404,36.085,16.469,45.314,42.405,-6.753,2,4.577,-7.783,0.038,-3.213,0.011,-11.115,9.312,-1.68,11,-1.524,1,0,0,0,257.495,14,2,18,0,18,16,32,2,0
DB00685,0,1,0,1,0,2,0,-1,416.359,8.454,629.415,134.354,210.227,162.975,121.859,1149.625,2,6,0.0621712,0.0134812,0.8432026,40.126,11.199,21.238,12.213,1.187,-4.556,-4.987,-3.765,6.351,-0.831,13.656,-6.69,9.257,1.26,1,0.319,2,48.264,121.859,0,117.955,7,0,22,3,19,5,30,1,0
DB00686,8,0,0,4,0,16,6,-2,602.48,5.405,657.915,155.408,499.309,0,3.197,1279.674,6,24.5,0.0228292,0.0912163,0.86642,34.785,14.999,34.883,34.09,-3.422,0.026,-1.783,3.537,0.003,-4.827,0,-9.186,11.345,0.735,1,-2.696,1,0,0,0,351.949,21,3,12,0,12,10,35,1,0
DB00687,0,0,0,0,0,5,0,-2,380.455,1.819,583.94,360.017,188.716,26.836,8.371,1101.349,3,8.15,0.0030048,0.0241741,0.8832424,34.968,10.699,20.365,13.912,1.581,-3.166,-3.776,-3.549,160.806,-1.33,76.262,-4.423,10.449,0.476,5,-0.083,3,75.693,8.371,0,108.683,5,0,17,0,17,14,27,0,0.005
DB00688,1,1,0,0,0,10,1,0,433.5,4.779,659.555,494.152,140.493,24.909,0,1304.132,0,9.2,0.0175155,0,0.8752431,39.854,11.479,18.091,9.287,1.853,-1.051,-3.539,-4.396,114.948,-0.863,52.813,-5.124,9.31,0.856,10,-0.482,1,74.672,0,0,115.043,8,0,15,0,15,5,31,1,0.29
DB00689,0,1,0,1,1,7,2,-2,405.425,3.377,683.943,209.175,279.864,178.889,16.015,1204.365,3.25,9.25,0.0094698,0.0243817,0.8004194,39.258,13.516,23.309,18.774,-1.423,-2.967,-2.448,-3.159,0.855,-2.333,0.695,-7.438,9.595,0.967,6,-0.683,1,17.398,0,26.431,174.175,9,0,14,4,10,3,28,1,0
DB00690,0,1,0,0,0,5,0,1,387.884,5.644,670.452,275.83,57.866,229.998,106.757,1211.707,0,6,0.0262878,0,0.8198401,41.324,11.783,17.365,8.135,4.027,-4.213,-4.134,-6.27,698.328,0.349,1427.225,-3.358,9.223,0.878,2,0.318,3,100,35.2,0,50.371,4,0,17,0,12,1,27,0,0.01
DB00691,1,1,0,1,1,11,1,-2,498.575,5.039,850.981,475.327,130.899,244.755,0,1574.367,2,10,0.0161303,0.0166186,0.7690998,52.126,16.147,25.616,15.482,1.703,-5.258,-4.382,-3.98,29.392,-1.176,19.093,-4.076,8.907,0.067,9,-0.085,2,63.198,0,10.911,128.512,9,0,16,0,16,3,36,1,0
DB00692,1,0,1,0,0,5,0,0,281.357,4.138,563.917,238.215,85.773,239.929,0,970.123,2,3.25,0.0176475,0.0081505,0.8404286,31.751,9.935,14.95,8.319,3.491,-4.399,-4.419,-5.258,1522.336,-0.547,779.152,-3.838,7.876,-0.115,6,0.336,3,100,0,0,51.126,4,0,17,0,17,2,21,0,0.002
DB00693,0,0,0,0,0,2,0,-2,332.312,8.156,539.426,0,169.569,369.857,0,949.183,2,5,0.0700836,0.0131085,0.865897,34.08,11.331,18.233,12.1,2.354,-3.347,-5.175,-5.466,244.274,-1.065,107.825,-3.15,9.238,0.754,2,0.15,3,83.465,0,0,93.57,5,0,22,0,22,1,25,0,0.023
DB00694,0,1,0,0,0,9,1,-2,527.527,1.529,766.748,357.144,265.099,144.505,0,1456.131,4,13.1,0.0016052,0.0341703,0.8103001,47.721,15.528,29.19,21.127,0.539,-3.012,-4.401,-6.017,7.566,-2.272,2.79,-7.095,9.021,1.282,8,-0.298,1,6.955,0,0,193.489,11,3,24,0,24,9,38,2,0
DB00695,0,0,0,1,0,6,0,-2,330.742,8.316,534.418,35.536,236.389,209.718,52.774,900.039,3,7,0.0768318,0.022687,0.843578,28.016,10.697,18.854,14.023,1.862,-4.396,-3.791,-3.256,14.382,-1.883,12.494,-4.561,9.048,1.013,4,-0.628,2,58.568,0,0,131.206,7,0,11,0,11,0,21,1,0.009
DB00696,0,1,0,0,2,5,1,0,581.67,6.171,758.13,370.47,112.434,275.227,0,1596.742,2.25,10.75,0.0238509,0.0212694,0.8714543,57.166,15.985,28.923,20.101,2.512,-2.74,-5.652,-2.902,97.476,-0.326,102.413,-4.205,8.272,0.474,7,0.029,2,64.291,0,42.424,123.236,10,1,34,0,34,11,43,1,0.066
DB00697,1,0,1,0,0,2,0,0,253.709,5,451.804,120.403,97.999,109.206,124.196,733.973,2,4.5,0.034058,0.0140857,0.8709676,22.978,7.74,13.391,9.18,1.841,-3.194,-3.287,-4.141,1165.667,-0.114,2796.746,-4.812,8.52,2.025,1,-0.299,3,92.608,0,0,65.985,5,0,14,0,14,2,16,0,0.002
