Filename,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
DB00213,0,0,0,0,0,6,0,-1,383.369,7.429,628.13,215.527,78.872,223.688,110.044,1088.482,1,8,0.0507095,0.0127362,0.8146978,35.691,10.21,18.281,13.848,2.819,-3.006,-4.709,-5.597,70.463,-0.32,3674.393,-1.609,9.114,0.742,6,-0.249,3,76.524,90.526,0,78.291,7,0,15,0,15,0,26,0,9.305
DB00214,0,0,0,0,1,5,0,-2,348.419,10.611,579.427,215.375,152.448,210.421,1.182,1062.749,1,4.5,0.1059419,0.0077663,0.8692011,35.176,10.949,16.992,9.773,2.652,-3.782,-4.574,-3.278,251.176,-1.08,163.939,-3.108,8.879,1.082,5,0.117,3,85.427,0,18.876,107.233,7,0,12,0,12,0,24,0,0.045
DB00215,0,1,0,0,0,5,0,1,324.397,3.68,627.494,257.991,78.999,243.672,46.832,1095.881,0,4.25,0.0123588,0,0.8192144,36.82,10.345,14.445,6.524,3.765,-5.054,-4.712,-6.346,440.198,-0.009,407.006,-3.7,9.28,0.819,3,0.45,3,96.307,46.832,0,38.119,3,0,15,0,15,2,24,0,0.001
DB00216,0,1,0,0,0,6,0,1,382.52,8.864,691.018,263.969,108.853,317.186,1.009,1243.113,1,6,0.0632065,0.0086828,0.8091265,42.772,13.023,19.633,10.331,3.624,-4.329,-4.484,-6.859,229.374,-0.506,112.871,-3.895,8.33,0.576,3,0.559,3,90.412,0,0,57.121,4,0,20,0,20,4,27,0,0.002
DB00217,0,0,1,0,0,3,0,1,177.249,3.911,454.103,218.384,36.26,199.459,0,724.211,2,2,0.0211198,0.0062286,0.8588566,22.807,6.881,10.961,6.653,2.323,-2.942,-2.248,-4.767,4487.944,0.055,2506.895,-3.26,8.542,-0.223,1,-0.042,3,100,0,0,42.301,3,0,6,0,6,0,13,0,0.076
DB00218,0,1,0,1,0,2,0,0,401.437,10.759,648.815,391.454,167.944,58.022,31.395,1198.646,1,6.75,0.0965768,0.0104036,0.8410821,41.086,10.971,20.177,10.501,1.129,-4.854,-4.117,-3.299,15.988,-0.664,11.835,-6.281,8.57,0.875,1,0.313,2,55.104,31.395,0,98.543,7,0,22,3,19,10,29,1,0
DB00220,0,1,0,0,1,12,0,0,567.785,5.744,855.489,469.281,90.364,258.245,37.599,1736.183,4,9.95,0.0190006,0.0232615,0.8166089,58.089,17.744,30.925,17.965,4.276,-4.575,-5.598,-5.083,282.401,-0.572,277.033,-3.186,9,0.567,5,0.435,2,82.892,0,10.68,104.746,7,1,22,0,22,9,40,0,0.01
DB00221,0,1,0,0,0,8,0,-1,239.314,2.461,506.202,271.361,135.543,99.298,0,867.553,4,4.7,0.0069787,0.0185697,0.8690382,24.377,8.857,15.896,11.258,0.699,-1.199,-1.426,-4.851,128.07,-0.717,59.359,-4.962,8.736,-0.253,4,-0.394,2,68.755,0,0,74.279,4,0,6,0,6,0,17,0,0.219
DB00222,3,0,0,0,2,7,0,-2,490.616,13.676,906.535,570.077,213.067,121.637,1.755,1601.297,1,6,0.1168064,0.0066186,0.7301772,54.597,16.274,24.382,13.404,4.237,-7.864,-6.087,-3.729,40.758,-2.518,39.489,-4.346,9.82,0.889,4,0.823,1,80.573,0,45.876,156.153,9,0,17,0,17,7,34,1,0
DB00223,1,0,0,0,0,5,1,-2,410.457,3.182,610.315,313.802,169.826,76.946,49.742,1150.062,3,8.15,0.008802,0.0231294,0.8698114,37.396,11.051,21.462,14.202,1.991,-3.879,-4.477,-4.006,242.909,-1.112,200.712,-3.898,10.559,1.033,4,0.013,3,81.3,49.742,0,104.529,5,0,17,0,17,12,29,0,0.005
DB00224,3,2,0,0,2,14,0,0,613.798,7.8,959.309,418.159,106.333,434.817,0,1909.261,4,13.9,0.0318693,0.0289792,0.7758599,65.418,20.656,35.77,23.279,2.536,-3.194,-3.735,-5.936,45.929,-0.661,29.166,-4.729,9.13,0.168,12,-0.278,1,58.583,0,14.981,120.064,9,1,27,0,27,7,45,1,0.007
DB00226,1,0,1,0,0,3,1,-1,213.279,5.796,465.143,322.252,142.891,0,0,761.625,4,3.5,0.0441154,0.0150491,0.8671065,22.4,7.127,15.084,10.455,1.038,-2.609,-2.041,-3.682,437.389,-0.884,202.382,-5.928,8.678,-1.098,2,-0.321,3,80.293,0,0,85.353,5,0,10,0,10,8,15,0,0.001
DB00227,0,0,0,0,0,7,2,-1,404.545,2.547,671.043,459.483,120.622,90.937,0,1301.948,1,6.7,0.0049841,0.0099845,0.8592983,42.324,12.003,18.935,9.293,4.258,-5.405,-5.068,-4.242,711.275,-0.947,342.31,-2.75,9.063,-0.13,6,0.556,3,100,0,0,87.294,5,0,16,0,16,10,29,0,0.009
DB00228,9,0,0,0,0,1,2,1,184.493,3.24,308.785,44.262,0,0,264.524,457.37,0,0,0.0229582,0,0.929723,11.508,1.667,4.065,0.334,2.318,-2.563,-2.577,-2.669,9906.038,0.28,10000,-1.423,11.245,0.23,1,-0.097,3,100,199.028,0,8.123,1,0,0,0,0,0,10,0,18.426
DB00229,0,1,0,1,1,11,1,-2,525.618,9.687,789.092,350.147,298.001,55.591,85.353,1456.766,3.25,13.25,0.0644181,0.0302712,0.7875849,45.614,15.676,28.57,20.895,-1.468,-3.328,-3.491,-2.778,0.651,-2.694,1.086,-7.822,8.322,1.088,5,-0.935,1,0,0,19.692,199.393,13,2,18,4,14,3,34,1,0
DB00230,0,1,0,1,0,6,0,-1,159.228,1.092,398.447,241.786,156.661,0,0,646.086,3,3,0.0018464,0.013041,0.9070987,15.85,6.105,10.537,7.769,-1.28,-0.761,-0.197,-1.954,20.454,-0.669,10.395,-5.893,9.352,-0.847,3,-0.714,2,42.912,0,0,75.652,3,0,0,0,0,0,11,1,0.035
DB00231,0,0,0,0,0,1,0,0,300.744,3.437,532.055,97.287,98.598,264.763,71.408,911.984,1,5.7,0.0129496,0.0107132,0.8548035,32.23,9.956,15.547,10.355,2.525,-3.822,-3.729,-5.144,1150.525,-0.221,1416.91,-2.308,9.157,0.813,1,-0.022,3,96.511,0,0,66.395,4,0,17,0,12,1,21,0,0.109
DB00233,0,0,0,1,0,3,0,-2,153.137,6.422,332.711,0,207.238,125.472,0,510.149,2.5,2.75,0.0808544,0.0130688,0.9280324,13.534,5.983,10.535,8.491,0.342,-0.907,-1.591,-1.487,27.181,-1.222,12.776,-4.609,8.501,0.052,2,-0.82,2,54.62,0,0,96.244,4,0,6,0,6,0,11,0,0.479
DB00234,0,1,0,0,0,6,0,1,313.396,1.631,633.817,299.437,29.173,305.207,0,1091.963,1,4.7,0.0024366,0.0074154,0.8091075,36.608,10.916,15.478,8.289,3.788,-3.91,-3.482,-6.803,1306.617,0.303,730.756,-2.469,8.687,-0.295,5,0.413,3,100,0,0,35.731,4,0,18,0,18,4,23,0,0.131
DB00235,0,0,0,0,0,2,0,-2,211.223,9.241,456.321,78.582,179.591,198.148,0,733.608,1,5.5,0.1163935,0.0120529,0.8620596,23.813,7.775,13.807,9.828,0.627,-3.211,-3.16,-4.709,196.262,-1.168,85.112,-3.939,9.427,1.181,3,-0.47,3,71.651,0,0,80.511,4,0,12,0,12,0,16,0,0.008
DB00236,1,0,0,0,2,4,2,1,356.057,0,520.687,286.936,75.09,0,158.66,869.978,0,6,0,0,0.8464359,26.094,7.855,11.682,10.523,0.883,-1.213,-2.67,-1.268,721.335,0.013,7417.687,-2.519,9.738,0.538,2,-1.275,3,83.272,0,53.478,58.479,4,0,6,0,6,4,16,0,65.94
DB00237,3,0,0,0,0,3,0,0,212.248,1.067,395.337,264.224,131.113,0,0,685.911,2,4,0.0016586,0.014309,0.9514295,19.37,6.508,10.927,7.77,1.611,-1.702,-2.262,-2.318,565.66,-0.583,267.234,-3.648,10.898,0.531,0,-0.337,3,85.642,0,0,97.384,5,0,6,0,6,1,15,0,0.843
DB00238,0,0,0,0,0,0,0,0,266.302,3.048,511.329,211.741,77.745,221.844,0,872.329,1,5,0.0106527,0.0097784,0.863478,30.875,8.65,14.186,9.377,2.407,-3.203,-3.189,-4.799,1814.048,-0.132,941.713,-2.171,8.415,0.765,6,0.052,3,100,0,0,59.987,5,0,18,3,12,3,20,0,0.245
DB00239,1,0,0,0,0,7,0,1,429.132,6.56,652.575,65.864,50.765,310.898,225.048,1166.751,0,4.7,0.0368779,0,0.8213351,39.014,13.19,16.607,6.914,5.489,-5.941,-7.025,-5.906,3269.578,0.192,10000,-0.688,9.316,0.81,2,0.451,3,100,0,0,33.497,4,1,17,0,17,0,26,1,0.096
DB00240,0,0,0,0,0,5,1,-2,408.921,2.089,614.919,314.692,181.464,76.019,42.744,1166.962,3,8.15,0.0037389,0.0229562,0.8717358,38.063,11.906,21.661,14.284,1.977,-3.865,-4.447,-3.97,188.398,-1.225,139.62,-4.116,10.459,0.924,4,0.055,3,79.239,0,0,106.88,5,0,17,0,17,12,28,0,0.003
DB00241,3,0,0,0,0,4,0,0,224.259,0.834,410.442,249.223,124.715,36.505,0,727.053,2,4,0.0009564,0.0137823,0.9527016,20.723,7.13,11.399,7.79,1.889,-2.239,-2.482,-2.471,650.472,-0.594,310.794,-3.305,10.707,0.517,1,-0.283,3,88.36,0,0,97.249,5,0,6,0,6,1,16,0,1.665
DB00242,0,0,0,0,0,4,1,-2,285.689,3.099,461.955,121.948,198.128,75.206,66.673,791.847,4,9.1,0.0121272,0.0393977,0.8960369,23.686,9.016,18.893,16.653,-0.451,-2.178,-2.238,-3.573,130.935,-1.159,127.416,-4.522,8.608,0.442,3,-0.717,3,62.194,0,0,116.089,8,0,14,0,14,4,19,0,0.057
DB00243,1,2,0,0,0,10,0,1,427.542,3.782,811.631,455.004,75.624,281.003,0,1445.806,2,9.7,0.0098921,0.0169016,0.7618684,47.97,14.869,23.649,14.376,2.905,-3.338,-2.752,-8.178,118.184,-0.111,60.208,-5.088,8.755,-0.069,9,0.159,2,81.051,0,0,77.826,7,0,18,0,18,4,31,1,0.002
DB00244,0,0,0,1,0,3,0,-2,153.137,5.766,333.123,0,207.137,125.985,0,510.565,2.5,2.75,0.0651099,0.0130526,0.9273877,13.556,5.983,10.326,8.495,0.346,-0.912,-1.591,-1.5,27.241,-1.223,12.807,-4.605,8.09,0.286,2,-0.82,2,54.657,0,0,96.231,4,0,6,0,6,0,11,0,0.476
DB00245,2,1,0,0,0,4,0,2,307.435,0.786,584.789,256.943,3.841,324.006,0,1061.114,0,3.7,0.0005829,0,0.8603468,36.838,10.426,13.688,6.119,4.242,-3.491,-3.583,-6.063,2271.849,0.686,1328.721,-2.127,9.188,-0.175,4,0.539,3,100,0,0,9.988,2,0,20,0,20,7,23,0,0.74
DB00246,0,1,0,0,0,3,0,1,412.936,7.393,671.944,229.468,110.753,232.852,98.871,1209.541,1,6,0.0451896,0.0089293,0.8170443,42.549,12.806,19.789,10.421,3.717,-5.023,-5.276,-6.329,220.054,-0.082,370.851,-4.515,8.318,0.771,3,0.599,3,90.634,0,0,65.851,5,0,24,0,24,5,28,0,0
DB00247,0,1,0,0,1,5,0,1,353.463,5.419,661.086,418.633,69.282,173.17,0,1187.156,2,6.2,0.0247364,0.0132632,0.8201866,39.799,11.41,19.253,12.44,2.58,-3.296,-2.911,-4.619,370.997,-0.026,283.567,-3.769,7.954,0.147,7,0.078,3,88.038,0,20.908,61.279,5,0,16,0,16,4,26,1,0.03
DB00248,0,2,0,0,1,8,0,1,451.611,6.531,820.73,521.9,92.281,206.549,0,1513.162,1,6.5,0.0281862,0.0079198,0.7766438,51.238,14.762,21.992,11.244,3.976,-4.382,-3.629,-6.209,57.865,-0.142,40.637,-5.85,8.154,-0.029,7,0.769,2,81.772,0,19.119,83.989,7,0,16,0,16,6,33,1,0
DB00249,0,0,0,0,0,3,0,-2,354.101,8.399,441.796,125.386,218.35,15.65,82.41,742.719,3,8.6,0.0949812,0.0337161,0.8977596,21.793,8.145,17.752,14.606,-0.63,-2.123,-3.418,-3.261,84.196,-1.221,96.418,-5.201,9.076,1.373,3,-0.746,2,57.715,0,0,126.478,7,0,11,0,11,4,17,0,0.017
DB00250,0,0,0,0,0,4,0,-2,248.299,10.01,464.411,0,192.923,271.488,0,773.886,3,6,0.1294684,0.0223774,0.8777703,24.841,9.362,17.689,13.417,0.966,-2.74,-2.691,-4.805,146.694,-1.347,62.136,-3.735,8.551,0.046,2,-0.494,3,71.374,0,0,87.792,4,0,12,0,12,0,17,0,0.253
DB00251,0,1,0,0,0,6,1,2,532.469,4.612,758.228,372.714,41.773,221.381,122.36,1497.511,0,8.25,0.0142021,0,0.834857,52.038,14.726,22.295,10.179,4.895,-4.603,-6.731,-5.986,992.347,0.501,2540.439,-2.996,8.222,0.586,2,0.504,3,96.281,0,0,56.565,8,1,28,0,28,7,36,0,0.013
DB00252,0,0,0,0,0,0,0,0,252.272,4.075,447.642,0,112.477,335.165,0,776.599,2,3.5,0.0213796,0.0110574,0.9127788,28.126,9.293,14.481,10.218,2.467,-3.832,-3.83,-4.542,849.723,-0.337,414.866,-2.412,9.925,0.294,2,0.046,3,93.817,0,0,78.138,4,0,17,0,17,1,19,0,0.662
DB00253,1,0,0,0,0,2,1,0,344.493,0.853,569.976,449.179,113.735,7.062,0,1096.572,1,5.7,0.0006631,0.0100004,0.9022635,36.514,9.658,16.358,8.55,3.038,-4.306,-4.057,-3.147,826.708,-0.488,402.733,-3.399,10.3,0.371,4,0.441,3,96.949,0,0,71.321,3,0,17,0,17,14,25,0,0.007
DB00254,1,1,0,0,0,7,0,-2,444.44,9.262,648.512,218.666,307.822,122.024,0,1214.379,3,9.2,0.0706458,0.0245714,0.8488222,39.116,13.214,23.872,16.115,0.07,-2.822,-4.148,-5.286,2.977,-2.308,1.018,-8.153,9.143,0.918,11,-0.103,1,22.873,0,0,195.066,10,1,18,0,18,6,32,2,0
DB00255,2,0,0,0,0,7,0,-1,268.355,0.024,543.12,188.911,109.226,244.982,0,959.771,2,1.5,6.00E-07,0.0039058,0.8663916,30.101,10.129,13.324,6.298,5.038,-4.105,-4.577,-4.862,912.235,-0.828,447.951,-1.997,8.923,-0.214,4,0.505,3,96.466,0,0,45.084,2,1,12,0,12,0,20,0,0.182
DB00256,6,3,0,1,0,16,0,-2,602.64,6.92,908.642,392.87,394.214,121.558,0,1725.462,5,11.75,0.0277548,0.0289154,0.7656713,53.786,19.213,32.643,20.781,-0.912,-2.567,-4.006,-6.274,0.007,-4.087,0.002,-10.946,9.125,0.769,13,-0.026,1,0,0,0,267.051,14,3,18,0,18,6,43,2,0
DB00257,2,0,0,0,0,4,0,1,344.843,5.548,577.939,0,32.159,511.158,34.622,1044.658,0,1.5,0.0294617,0,0.8615215,37.966,12.038,13.906,5.413,5.373,-5.895,-7.079,-6.21,4908.409,0.119,4274.012,0.073,9.118,0.406,3,1.08,3,100,0,0,14.801,2,1,23,0,23,0,25,1,0.533
DB00259,0,0,0,0,0,3,0,-2,172.201,9.738,352.816,0,202.934,148.247,1.635,544.666,3.5,5.5,0.1740938,0.0291641,0.9141907,15.133,6.585,15.31,12.839,-0.811,-1.052,-1.284,-3.627,117.889,-1.232,50.082,-4.449,8.855,0.341,1,-0.781,2,59.275,0,0,92.014,4,0,6,0,6,0,11,0,0.543
DB00260,7,1,0,0,0,1,1,-1,102.093,4.75,261.742,82.917,178.825,0,0,371.298,3,5.2,0.0607634,0.0344105,0.9544964,8.063,3.74,10.169,10.86,-1.953,0.693,0.502,-2.994,49.774,-0.407,21.372,-6.782,9.725,-0.763,2,-0.799,2,45.884,0,0,83.527,4,0,5,0,5,2,7,0,0.083
DB00261,0,0,0,0,0,0,0,0,256.091,1.095,432.997,85.962,113.717,114.033,119.285,708.667,1,4,0.001692,0.0092379,0.8877861,23.296,7.483,11.502,7.757,1.885,-3.104,-3.483,-3.892,827.035,-0.106,1814.042,-3.214,8.662,0.738,2,-0.179,3,90.202,0,0,60.374,4,0,13,0,13,2,16,0,0.067
DB00262,1,0,0,0,1,3,0,0,214.051,5.843,417.229,181.49,102.029,0,133.71,656.433,1,3,0.0520086,0.0071903,0.8754898,18.19,6.051,9.558,6.499,1.314,-2.393,-1.724,-2.172,777.922,-0.177,2867.264,-3.112,10.186,0.743,0,-0.601,3,86.382,0,17.264,71.926,5,0,0,0,0,0,12,0,0.669
DB00263,1,0,0,0,0,4,0,-2,267.302,13.739,515.485,165.803,180.095,168.802,0.785,845.875,2.5,7,0.2231398,0.021471,0.8391122,26.742,8.961,19.127,13.007,1.001,-2.932,-2.663,-4.94,194.116,-1.381,84.943,-3.86,8.809,0.983,3,-0.499,3,73.761,0,0,103.242,6,0,11,0,11,0,18,0,0.057
DB00264,0,1,0,0,0,10,0,1,267.367,2.078,599.08,408.039,53.725,137.316,0,1014.118,2,5.65,0.0042594,0.0133376,0.8148407,29.321,9.365,14.639,8.749,1.896,-1.375,-1.763,-5.909,764.401,-0.18,409.368,-3.128,9.083,-0.161,5,-0.165,3,89.655,0,0,50.333,4,0,6,0,6,0,19,0,1.011
DB00265,0,0,0,0,0,3,1,1,203.283,4.377,475.469,290.28,32.197,152.992,0,795.818,0,3,0.0240681,0,0.8734777,25.229,6.906,9.435,4.416,2.982,-3.168,-2.358,-4.309,4904.236,0.101,2759.154,-1.286,9.225,0.115,3,-0.002,3,100,0,0,26.265,2,0,6,0,6,0,15,0,7.146
DB00266,1,0,0,0,0,4,2,-2,336.3,0.053,549.929,31.922,151.469,366.538,0,963.657,2,6.5,2.90E-06,0.0167156,0.8579732,33.344,11.287,17.64,13.015,1.939,-3.451,-4.657,-5.578,362.678,-1.049,165.289,-2.636,9.219,0.866,3,-0.138,3,84.11,0,0,113.46,6,0,20,0,20,0,25,0,0.275
DB00267,3,0,0,1,0,10,2,-2,511.548,3.639,782.822,283.479,337.828,71.724,89.792,1389.365,3.25,13.95,0.0095324,0.0321257,0.7692125,43.712,15.574,27.695,20.715,0.62,-4.417,-4.648,-3.801,1.57,-3.625,1.819,-6.533,8.622,1.425,3,-0.873,1,8.165,0,0,219.336,14,2,18,4,14,3,33,1,0
DB00268,0,1,0,0,0,7,0,1,260.378,4.222,569.273,342.235,92.927,134.11,0,979.189,1,4.5,0.0182015,0.0079048,0.8377015,29.819,9.093,13.292,6.986,2.817,-2.91,-2.16,-5.524,324.765,-0.343,162.291,-4.15,8.894,0.086,3,0.118,3,88.394,0,0,50.064,3,0,9,0,9,1,19,0,0.039
DB00270,1,0,0,0,0,3,2,-1,371.392,6.525,620.704,383.243,126.926,110.535,0,1143.62,0,6,0.0372304,0,0.8520566,38.743,10.534,16.397,8.076,3.085,-4.35,-5.011,-4.453,619.815,-0.783,294.992,-3.181,8.62,1.846,5,0.206,3,94.985,0,0,111.424,8,0,15,0,15,1,27,0,0.011
DB00271,3,0,0,1,0,3,0,-1,613.917,8.541,551.909,180.359,172.907,21.489,177.154,946.55,3,7,0.0770731,0.021968,0.8447472,30.006,10.267,19.666,13.059,2.156,-4.286,-9.09,-2.339,57.52,-0.798,268.382,-4.342,9.414,1.947,0,-0.397,2,58.109,0,0,120.265,6,1,6,0,6,0,20,0,0.001
DB00272,4,1,0,0,0,3,0,-1,111.146,4.228,313.418,91.239,125.555,96.624,0,464.36,3,2,0.0384996,0.0110527,0.92529,11.426,4.772,9.083,7.687,-0.342,0.699,0.096,-3.928,159.281,-0.196,75.139,-5.268,9.635,-0.58,3,-0.771,2,64.36,0,0,57.738,3,0,5,0,5,0,8,0,2.998
DB00273,2,0,0,0,0,4,4,-1,339.36,5.239,502.299,370.509,130.453,0,1.337,917.839,2,8.25,0.0299037,0.0232277,0.9093144,28.01,8.385,16.573,11.989,0.798,-2.289,-3.15,-2.999,573.875,-0.726,276.048,-3.54,10.85,0.522,0,-0.456,3,80.997,0,0,110.216,9,0,12,0,12,7,22,0,0.503
DB00274,0,0,0,1,1,10,1,-2,471.523,5.635,690.243,342.817,251.155,20.273,75.999,1263.239,1.25,12,0.0251361,0.0194372,0.8187539,38.173,12.692,21.614,15.943,0.645,-3.601,-4.665,-1.38,7.653,-2.35,11.819,-5.117,9.557,1.327,4,-1.22,2,33.584,0,16.832,185.646,12,1,13,4,9,3,30,1,0.001
DB00275,1,0,0,1,0,9,0,-2,446.508,13.967,728.422,307.96,168.124,252.337,0,1374.671,3,7.25,0.1419101,0.0172392,0.8208202,45.491,14.615,25.429,13.882,4.245,-5.278,-6.583,-3.827,63.853,-1.643,32.161,-2.865,9.254,1.002,3,0.319,3,84.112,0,0,135.934,9,0,22,0,22,0,33,0,0.003
DB00276,1,0,0,0,0,5,0,-1,393.459,7.702,683.444,181.789,106.732,394.621,0.301,1197.213,2,6.75,0.0495493,0.0139674,0.7978291,42.317,13.357,21.229,13.249,3.563,-5.414,-5.68,-6.685,963.302,-0.855,476.924,-1.616,7.694,1.399,3,0.312,3,100,0,0,79.653,6,0,20,0,20,0,28,0,0.037
DB00277,1,0,0,0,0,0,0,-1,180.166,4.984,369.372,157.526,142.839,69.007,0,585.071,1,5,0.0424569,0.0135365,0.9158823,17.92,5.477,10.247,8.439,-0.02,-1.394,-1.594,-3.222,437.887,-0.572,202.631,-3.909,9.087,0.535,0,-0.619,2,74.105,0,0,87.412,6,0,9,0,9,0,13,0,0.626
DB00278,1,0,1,1,1,10,0,-2,508.635,11.782,779.611,378.793,294.584,104.841,1.393,1490.403,5.25,10.75,0.093141,0.0315944,0.8093869,48.072,16.059,31.182,22.218,1.59,-3.97,-4.795,-1.934,2.563,-3.034,1.655,-7.682,8.4,0.416,6,-0.438,1,4.693,0,24.774,194.787,11,3,16,0,16,8,35,1,0
DB00279,1,1,0,1,0,7,0,-1,650.978,1.568,611.969,45.201,194.131,153.665,218.973,1065.398,4,4.25,0.0023086,0.0138896,0.8243477,33.456,12.986,20.17,12.135,1.379,-4.631,-10.093,-4.026,9.025,-0.827,67.967,-5.947,8.77,1.298,5,-0.021,2,39.162,0,0,102.954,5,1,12,0,12,0,23,1,0
DB00280,0,1,0,0,1,8,0,1,339.48,6.048,622.267,256.583,71.62,294.064,0,1153.08,2,5.5,0.0317186,0.0124997,0.8545963,37.664,11.983,18.45,12.03,2.625,-2.274,-2.912,-4.639,335.798,-0.174,268.347,-3.098,8.699,0.34,5,0.005,3,87.526,0,23.562,57.146,4,0,12,0,12,0,25,0,1.442
DB00281,0,1,0,0,0,5,0,1,234.341,5.398,523.44,370.444,26.216,126.781,0,902.775,1,4.5,0.0322803,0.008597,0.8630138,27.975,7.915,12.626,6.814,2.276,-1.794,-1.539,-5.079,1393.789,0.426,783.592,-3.139,8.994,-0.104,5,0.011,3,96.548,0,0,34.799,3,0,6,0,6,0,17,0,1.064
DB00282,4,1,0,4,0,10,0,-2,235.07,1.798,386.285,50.673,332.301,0,3.311,630.183,3,7.75,0.0051322,0.03475,0.9202406,12.645,7.321,12.804,12.732,-2.351,0.42,-0.205,3.681,0.028,-2.249,0.004,-8.746,9.587,0.652,3,-1.742,1,0,0,0,171.824,8,1,0,0,0,0,13,1,0.001
DB00283,1,1,0,0,0,6,0,2,343.895,1.849,655.197,310.705,6.267,266.683,71.542,1163.728,0,2.75,0.0029391,0,0.8166345,39.113,11.454,14.083,4.563,5.563,-5.309,-4.812,-6.497,2154.634,0.713,3093.683,-2.182,9.169,0.145,3,1.006,3,100,0,0,12.476,2,1,17,0,17,4,24,0,0.011
DB00284,13,1,0,0,0,26,2,-2,645.611,6.993,872.401,342.621,519.013,10.767,0,1718.636,13,31.4,0.0284559,0.1297732,0.7953738,46.034,20.804,52.448,49.655,-7.033,1.393,1.033,-5.621,0.03,-6.075,0.007,-10.613,9.968,-0.003,14,-2.669,1,0,0,0,341.431,19,3,18,0,18,14,44,2,0
DB00285,0,1,0,0,0,6,0,1,277.406,2.017,555.478,431.076,22.01,102.392,0,990.971,1,3.5,0.0041068,0.0063009,0.8653768,30.63,8.575,12.567,5.491,3.476,-2.943,-2.727,-4.925,1527.85,0.404,865.365,-3.051,8.797,-0.525,4,0.392,3,100,0,0,29.078,3,0,12,0,12,6,20,0,0.281
DB00287,3,0,0,0,0,15,1,-2,500.554,4.627,897.036,462.665,166.073,150.685,117.613,1616.927,3,7.85,0.0132398,0.0151573,0.7427034,50.363,15.837,25.588,12.891,5.269,-7.487,-6.446,-6.414,263.65,-2.059,516.22,-2.609,9.571,0.417,9,0.678,1,75.214,117.613,0,108.775,6,2,11,0,11,5,35,2,0
DB00288,0,0,0,0,0,4,2,-2,502.579,4.655,765.209,499.68,169.802,80.463,15.265,1459.681,1,9.2,0.014846,0.0120229,0.8132491,50.462,13.645,23.546,12.913,3.548,-6.116,-6.059,-4.938,243.034,-1.352,130.002,-3.981,10.407,0.862,3,0.561,3,77.462,15.265,0,118.904,7,1,24,0,24,17,36,1,0
DB00289,1,1,0,0,0,6,0,1,255.359,0.728,557.966,221.714,24.237,312.015,0,961.867,1,2.25,0.0005515,0.0040325,0.8445661,31.467,9.714,12.412,5.706,3.726,-3.418,-3.134,-6.261,1455.313,0.374,821.044,-2.354,8.991,-0.16,5,0.544,3,100,0,0,19.754,2,0,12,0,12,0,19,0,0.432
DB00291,0,0,0,1,0,7,0,-1,304.216,2.49,576.323,236.032,109.346,110.499,120.445,981.745,1,3,0.0063158,0.0052054,0.8288924,29.696,9.894,12.888,5.519,4.518,-5.072,-4.537,-3.02,230.448,-0.624,588.306,-2.473,8.411,-0.203,3,0.248,3,95.684,0,0,54.594,3,0,6,0,6,0,19,0,0.009
DB00292,0,0,0,0,0,4,0,0,244.293,1.928,522.94,218.867,68.35,235.723,0,878.915,0,3.5,0.0042272,0,0.8485505,28.703,8.45,10.872,5.611,3.122,-3.643,-3.297,-5.107,2227.107,-0.31,1175.484,-1.565,9.622,0.191,2,0.063,3,100,0,0,48.852,4,0,11,0,11,0,18,0,1.514
DB00293,3,0,0,2,0,9,0,-2,458.488,13.761,789.132,256.078,334.019,174.355,24.68,1389.711,3.25,10.25,0.1362683,0.0234162,0.7631883,45.348,15.851,27.835,17.956,2.452,-5.482,-5.274,-2.58,0.432,-3.742,0.252,-6.197,9.023,1.08,6,-0.379,1,34.779,0,0,191.693,10,0,15,0,15,0,32,1,0
DB00294,0,0,0,0,0,3,0,0,324.462,3.917,578.495,405.685,87.151,85.658,0,1068.885,1.5,2.75,0.0143573,0.0058221,0.8739495,35.515,9.786,15.19,6.531,4.165,-5.231,-4.81,-3.98,1477.224,-0.378,754.226,-2.536,10.103,0.26,6,0.833,3,100,0,0,48.133,2,0,17,0,17,13,24,0,0.006
DB00295,0,1,0,0,0,2,0,1,285.342,3.733,483.117,236.591,100.393,146.133,0,862.097,2,5.2,0.0161643,0.0152218,0.9067415,28.459,8.655,15.018,10.169,0.893,-3.052,-2.453,-4.464,275.911,0.027,136.072,-4.726,8.568,-0.31,5,-0.065,3,75.857,0,0,57.478,4,0,18,0,18,8,21,0,0.081
DB00296,0,1,0,0,0,4,0,2,274.405,5.152,577.677,426.986,24.029,126.662,0,1020.929,1,4.5,0.0260034,0.0077898,0.8488098,33.345,8.992,14.428,7.149,3.265,-3.314,-2.357,-5.309,1461.937,0.499,825.084,-3.195,8.96,-0.101,5,0.361,3,100,0,0,32.619,3,0,12,0,12,5,20,0,0.085
